# Platform Info for every level
@ L1 START
Ground,1,165,165,0,110,110,7,1500,1200,0,0,0,-8,0,0,0,False
Platform,1,200,200,5,150,150,7,0,-5150,-25,0,0,-8,0,0,0,False
Platform,2,90,15,3,60,10,2,1200,1100,5,0,0,0,0,0,0,False
Platform,2,15,40,3,10,25,2,1025,1075,5,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,1025,925,10,0,0,0,0,0,0,False
Platform,2,20,40,3,14,27,2,1025,775,20,0,0,0,0,0,0,False
Platform,2,20,40,3,14,27,2,1025,625,20,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,1025,475,10,0,0,0,0,0,0,False
Platform,2,40,15,3,25,10,2,975,375,10,0,0,0,0,0,0,False
Platform,2,40,15,3,25,10,2,825,375,10,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,675,375,10,0,0,0,0,0,0,False
Ground,1,150,935,0,100,625,7,0,-1000,0,0,0,-10,0,0,0,False
Platform,2,15,15,3,10,10,2,750,425,30,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,710,525,40,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,670,625,50,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,630,725,60,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,590,825,70,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,550,925,80,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,510,1025,90,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,470,1125,100,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,430,1225,110,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,390,1325,120,0,0,0,0,0,0,False
# This next platform has heading and pitch
Platform,2,8,115,3,5,75,2,250,1200,60,0,0,0,-20,35,0,False
Platform,2,8,50,3,5,33,2,175,1025,35,0,0,0,0,0,0,False
Platform,2,20,40,3,14,27,2,170,850,30,0,0,0,0,0,0,False
Platform,2,15,15,3,10,10,2,98,700,13,0,0,0,0,0,0,False
Platform,2,10,10,3,7,7,2,98,575,13,0,0,0,0,0,0,False
Platform,2,9,9,3,6,6,2,98,465,13,0,0,0,0,0,0,False
Platform,2,7,7,3,5,5,2,98,350,13,0,0,0,0,0,0,False
Platform,2,20,40,3,14,27,2,98,200,5,0,0,0,0,0,0,False
Platform,2,9,9,3,6,6,2,98,150,5,0,0,0,0,0,0,False
Platform,2,9,9,3,6,6,2,98,35,5,0,0,0,0,0,0,False
@ L1 END
@ L2 START
Ground,2,165,165,0,110,110,7,1500,1200,1000,0,0,-8,0,0,0,False
Wall,3,165,50,1,110,30,7,1500,1350,1025,0,0,-8,0,90,0,False
Wall,3,165,50,1,110,30,7,1650,1200,1025,0,0,-8,90,-90,0,False
Wall,3,45,15,5,30,10,3,1590,1060,1015,0,0,0,90,-90,90,False
Wall,3,15,15,55,10,10,40,1650,1050,1025,0,0,0,0,0,0,False
Wall,3,15,15,55,10,10,40,1650,1206,1025,0,0,0,0,0,0,False
Wall,3,45,15,5,30,10,3,1353,1290,1015,0,0,0,0,-90,90,False
Wall,3,15,15,55,10,10,40,1344,1350,1025,0,0,0,0,0,0,False
